"text","locale","scopes","audio_status","asset","families","sources"
"Bạn muốn nói ""Rửa tay"". Wash your hands hay Wash your face?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/178eb415d669f2ade0dcb9e0.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bạn muốn nói ""Sách xanh dương"". Blue book hay Yellow cup?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/60ff4c9da90fa69b2530de13.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bạn muốn nói ""Sách"". Desk hay Book?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/3da18bb6cd8bb2dcc8e522b8.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bạn muốn nói ""Táo"". Noodles hay Apples?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/4d0ccb30bf98dd3fee062d7e.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bạn muốn nói ""Thức dậy nào"". Wake up hay Let's play?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/c3dcffdaf3819f38b63840b7.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bạn muốn nói ""Thức dậy"". Wake up hay Play?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/61b4ca19c0acca53ab1580b6.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bạn muốn nói ""Trời mưa"". Rainy hay Cold?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/4d1ed209bf1275b160be182a.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bạn muốn nói ""Trời nắng"". Hot hay Sunny?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/0332db3cee1786197697c491.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bạn muốn nói ""Trường học"". Shop hay School?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/572f2b6306dd440f6625e119.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bạn muốn nói ""Túi đỏ"". Green pencil hay Red bag?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/cfa8f47d21f183c52f900659.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bạn muốn nói ""Xanh dương"". Blue hay Green?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/9f2e47ce0f930116cbf07d8d.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bạn muốn nói ""Xe đạp"". Bike hay Books?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/fa38e6d4b50a432815d7f25c.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bạn muốn nói ""Xem hoạt hình"". Go to the park hay Watch cartoons?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/072761c0cbe4460fcd588e3f.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bạn muốn nói mình thư giãn vào buổi tối. I relax in the evening hay I read at night?","vi-VN","current","ready","assets/audio/CURRICULUM/48cb1b38681041a4879aade1.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bạn muốn tham gia câu lạc bộ. I want to join a club hay I want to learn coding?","vi-VN","current","ready","assets/audio/CURRICULUM/55553bd4c817c4d422d6bc4a.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bạn muốn tiếp tục dịch, học Chủ đề hay Bộ từ vựng?","vi-VN","current","ready","assets/audio/MAIN/RUNTIME-TRANSLATION-CONTROL-001.vi.v1.mp3","master_navigation_contract","lib/features/voice_navigation/domain/master_navigation_contract.dart:15"
"Bạn nên ăn sáng: You should sleep early hay You should eat breakfast?","vi-VN","current","ready","assets/audio/CURRICULUM/e8ae5b925ea965e33799a0c0.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bạn nên ăn sáng.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/6f71a8ed5d49872a844aa967.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bạn nên nghỉ giải lao: You should take breaks hay You should drink water?","vi-VN","current","ready","assets/audio/CURRICULUM/2cdfd7ad1650693877693697.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bạn nên nghỉ giải lao.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/9c43faf763c3f0e72bc4bffd.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bạn nên ngủ sớm: You should sleep early hay You should exercise daily?","vi-VN","current","ready","assets/audio/CURRICULUM/07d50420f63229ad2870b71a.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bạn nên ngủ sớm.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/8f197c361c2f58fa32a7b960.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bạn nên uống nước: You should drink water hay You should eat breakfast?","vi-VN","current","ready","assets/audio/CURRICULUM/3c6d63836332a9e9183b9d16.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bạn nên uống nước.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/58a747af0ec0994cd310a613.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bạn nên vận động mỗi ngày: You should take breaks hay You should exercise daily?","vi-VN","current","ready","assets/audio/CURRICULUM/39b3d034ce55ad07551b0a7d.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bạn nên vận động mỗi ngày.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/7b3e442f8e8057f2acea2b94.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bạn nghĩ sao: What do you think? hay I think it's useful?","vi-VN","current","ready","assets/audio/CURRICULUM/f3b25b315142a55979e9434c.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bạn nghĩ sao?","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/60a9d89b995181c9550539b4.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bạn nói “có” để học lại hoặc “không” để chọn chủ đề khác.","vi-VN","current;catalog_only","ready","assets/audio/MAIN/FB-007-1.vi.v1.mp3","main_flow;assistant_catalog","lib/features/voice_navigation/application/main_voice_assistant_flow.dart;lib/features/voice_navigation/domain/homi_fallback_catalog.dart"
"Bạn nói “dừng lại” để gọi HOMI nhé.","vi-VN","current;catalog_only","ready","assets/audio/MAIN/FB-009-2.vi.v1.mp3","translation_control;assistant_catalog","lib/features/voice_navigation/application/main_speaking_fallback_flow.dart;lib/features/voice_navigation/domain/homi_fallback_catalog.dart"
"Bạn nói “luyện lại từ đầu” hoặc “bài tiếp theo”.","vi-VN","compatibility;catalog_only","ready","assets/audio/MAIN/FB-010-1.vi.v1.mp3","main_flow;assistant_catalog","lib/features/voice_navigation/application/main_voice_assistant_flow.dart;lib/features/voice_navigation/domain/homi_fallback_catalog.dart"
"Bạn nói “luyện lại” hoặc “ngôi sao”.","vi-VN","catalog_only","ready","assets/audio/MAIN/FB-008-1.vi.v1.mp3","assistant_catalog","lib/features/voice_navigation/domain/homi_fallback_catalog.dart"
"Bạn nói đáp án bằng tiếng Anh nhé.","vi-VN","audio_catalog_only","ready","assets/audio/MAIN/RUN-153.vi.v1.mp3","audio_not_traced","assets/data/main_assistant_audio.json"
"Bạn nói đầy đủ câu nhé.","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/247faadf91437070e32cd579.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bạn nói lại lựa chọn đi.","vi-VN","catalog_only","ready","assets/audio/MAIN/AI-050.vi.v1.mp3","assistant_catalog","lib/features/voice_navigation/domain/homi_fallback_catalog.dart"
"Bạn nói lại lựa chọn nha.","vi-VN","catalog_only","ready","assets/audio/MAIN/SIL-008.vi.v1.mp3","assistant_catalog","lib/features/voice_navigation/domain/homi_fallback_catalog.dart"
"Bạn nói lại nhé.","vi-VN","current","ready","assets/audio/MAIN/RUN-125.vi.v1.mp3","core_speak_cue","lib/features/listening/domain/lesson_guide_flow.dart"
"Bạn nói mình luyện tiếng Anh mỗi ngày. I practice English daily hay I review my notes?","vi-VN","current","ready","assets/audio/CURRICULUM/7274f9aeed4bcc85a3baf2a8.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bạn nói số bài, ví dụ “bài số 1”.","vi-VN","compatibility;catalog_only","ready","assets/audio/MAIN/FB-005-1.vi.v1.mp3","main_flow;assistant_catalog","lib/features/voice_navigation/application/main_voice_assistant_flow.dart;lib/features/voice_navigation/domain/homi_fallback_catalog.dart"
"Bạn nói số chủ đề, ví dụ “chủ đề số 3”.","vi-VN","current;catalog_only","ready","assets/audio/MAIN/FB-004-1.vi.v1.mp3","main_flow;assistant_catalog","lib/features/voice_navigation/application/main_voice_assistant_flow.dart;lib/features/voice_navigation/domain/homi_fallback_catalog.dart"
"Bạn nói tiếng Anh nhé.","vi-VN","current","ready","assets/audio/MAIN/RUN-129.vi.v1.mp3","core_speak_cue","lib/features/listening/domain/lesson_guide_flow.dart"
"Bạn ổn không: Are you okay? hay I'm sad?","vi-VN","current","ready","assets/audio/CURRICULUM/cc9c7e0ae28f7eca4e2a2aa5.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bạn ổn không?","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/2399f01ff990b3842633f6d1.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bạn sẵn sàng gọi món chưa: Ready to order? hay I'd like noodles?","vi-VN","current","ready","assets/audio/CURRICULUM/b6089ea147426b4cde7e010a.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bạn sẵn sàng gọi món chưa?","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/fcca957c55a3333a73d79e50.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bàn tay: Hand hay Book?","vi-VN","current","ready","assets/audio/CURRICULUM/26c3a30a50116810b6ae578c.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bàn tay.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/6bc3d63596491a1133878274.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bạn tập trung nhé. Mình quay lại câu đang học nào.","vi-VN","catalog_only","ready","assets/audio/MAIN/AI-054.vi.v1.mp3","assistant_catalog","lib/features/voice_navigation/domain/homi_fallback_catalog.dart"
"Bạn thích cái nào hơn: Which one do you prefer? hay I prefer this one?","vi-VN","current","ready","assets/audio/CURRICULUM/265399006aa7cac00401495a.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bạn thích cái nào hơn?","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/6d748de69707ffbb483815ef.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bạn thử lại nhé.","vi-VN","current","ready","assets/audio/MAIN/RUN-085.vi.v1.mp3","age_feedback","lib/features/listening/domain/lesson_guide_flow.dart"
"Bạn thử nói nhé.","vi-VN","current","ready","assets/audio/MAIN/RUN-079.vi.v1.mp3","age_feedback;core_speak_cue","lib/features/listening/domain/lesson_guide_flow.dart"
"Bạn thử trả lời nhé.","vi-VN","current","ready","assets/audio/MAIN/RUN-089.vi.v1.mp3","age_feedback","lib/features/listening/domain/lesson_guide_flow.dart"
"Bạn trả lời nhé","vi-VN","current","ready","assets/audio/MAIN/RUNTIME-CHALLENGE-CUE-001.vi.v1.mp3","literal_speech_call","lib/features/listening/presentation/lesson_challenge_screen.dart:317"
"Bạn uống gì không: Anything to drink? hay Water, please?","vi-VN","current","ready","assets/audio/CURRICULUM/33a0705af84cf8c7b9f475e9.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bạn uống gì không?","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/17580c46eb60547227c15137.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bạn vừa nhận Ngôi sao đầu tiên!","vi-VN","current","ready","assets/audio/MAIN/RUN-144.vi.v1.mp3","literal_speech_call","lib/features/listening/presentation/lesson_practice_screen.dart:1899"
"Banana, please.","en-US","current","ready","assets/audio/CURRICULUM/8a295904292012c1efc415fa.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Banana.","en-US","current","ready","assets/audio/CURRICULUM/5b557981de88ef0c052342e9.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bananas.","en-US","current","ready","assets/audio/CURRICULUM/80de09c0cfd563ca106aac99.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bánh ngọt: Cake hay Desk?","vi-VN","current","ready","assets/audio/CURRICULUM/ffe1de741cf00cdcc59fce6c.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bánh ngọt.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/23f041578951d78ddaa3bac8.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bao nhiêu tiền: How much? hay Five dollars?","vi-VN","current","ready","assets/audio/CURRICULUM/ba645cfb1a253c6d3cb57fe1.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bao nhiêu tiền?","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/83f6db8ea16c9e36afd94c40.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bath time!","en-US","current","ready","assets/audio/CURRICULUM/a0afeafe70a96447d775da7c.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bath.","en-US","current","ready","assets/audio/CURRICULUM/0b382993f439e365160ed370.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bảy giờ: Seven o'clock hay Eight o'clock?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/277391cf313c35746f9e6837.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bảy giờ.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/525d933cbb5d2777fcd84683.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bảy: Eight hay Seven?","vi-VN","current","ready","assets/audio/CURRICULUM/284fe6aa7df3d6572a2f76bf.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bảy.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/38e7d4caa5b6afa99685b470.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bắt đầu học thôi con","vi-VN","compatibility","ready","assets/audio/MAIN/RUN-038.vi.v1.mp3","main_flow","lib/features/voice_navigation/application/main_voice_assistant_flow.dart"
"Bắt đầu Level 1.","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/cb9be44d7872b2dd579f7d65.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bắt đầu Level 1. Có 3 Chủ đề. Bạn muốn học Chủ đề số mấy?","vi-VN","current","ready","assets/audio/CURRICULUM/9424847a933b45c420000ed4.vi.v1.mp3","main_flow","lib/features/voice_navigation/application/main_voice_assistant_flow.dart"
"Bắt đầu Level 2.","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/00ddd30a1cc933b8aea18e5c.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bắt đầu Level 2. Có 3 Chủ đề. Bạn muốn học Chủ đề số mấy?","vi-VN","current","ready","assets/audio/CURRICULUM/74fc4557ebac5ec8afaf001b.vi.v1.mp3","main_flow","lib/features/voice_navigation/application/main_voice_assistant_flow.dart"
"Bắt đầu Level 3.","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/d8fa654bb8b458b55d4def22.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bắt đầu Level 3. Có 4 Chủ đề. Bạn muốn học Chủ đề số mấy?","vi-VN","current","ready","assets/audio/CURRICULUM/341883a73e9ba340a99dbde2.vi.v1.mp3","main_flow","lib/features/voice_navigation/application/main_voice_assistant_flow.dart"
"Bắt đầu nào.","vi-VN","audio_catalog_only","ready","assets/audio/MAIN/RUN-054.vi.v1.mp3","audio_not_traced","assets/data/main_assistant_audio.json"
"Bắt đầu nhé.","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/ed3ba010c50d9440f2eb9692.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bận Chủ nhật: At three hay Busy Sunday?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/c462ba2892df14c190df86f1.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bận Chủ nhật.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/a671217e1e2ab0010a4885c3.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bây giờ bạn thử nói lại lần nữa nè.","vi-VN","catalog_only","ready","assets/audio/MAIN/AI-057.vi.v1.mp3","assistant_catalog","lib/features/voice_navigation/domain/homi_fallback_catalog.dart"
"Bây giờ con thử nói lại lần nữa nhé.","vi-VN","audio_catalog_only","ready","assets/audio/MAIN/RUN-138.vi.v1.mp3","audio_not_traced","assets/data/main_assistant_audio.json"
"Bây giờ cùng nghe Count with Me nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/7d1d92db00eb9c0532a31a66.vi.v1.mp3","song_start","lib/features/listening/domain/lesson_guide_flow.dart"
"Bây giờ cùng nghe Let's Play Together nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/76f3cbe6f5d6f45a579abbcf.vi.v1.mp3","song_start","lib/features/listening/domain/lesson_guide_flow.dart"
"Bây giờ cùng nghe My Busy Day nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/bcc1bd458b0820bc80a8de70.vi.v1.mp3","song_start","lib/features/listening/domain/lesson_guide_flow.dart"
"Bây giờ cùng nghe My Happy Day nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/1c258c217292e9b38494aaa6.vi.v1.mp3","song_start","lib/features/listening/domain/lesson_guide_flow.dart"
"Bây giờ cùng nghe What Should I Wear? nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/53cc35cba128199999a32c05.vi.v1.mp3","song_start","lib/features/listening/domain/lesson_guide_flow.dart"
"Bây giờ đến lượt con. Con nói lại nhé.","vi-VN","audio_catalog_only","ready","assets/audio/MAIN/RUN-124.vi.v1.mp3","audio_not_traced","assets/data/main_assistant_audio.json"
"Because I enjoy it.","en-US","current","ready","assets/audio/CURRICULUM/069cadbb42a443c67fc3a09e.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Because it's cheaper.","en-US","current","ready","assets/audio/CURRICULUM/969f5ff08ad562a892bebc84.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Because it's easier.","en-US","current","ready","assets/audio/CURRICULUM/9616a27098acb5d61c232784.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Because it's faster.","en-US","current","ready","assets/audio/CURRICULUM/7bdf99568d4899b7646bbc96.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Because it's safer.","en-US","current","ready","assets/audio/CURRICULUM/66bbd312c95a3712a0641133.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Before dinner.","en-US","current","ready","assets/audio/CURRICULUM/8ef1c46b77e87e421faea788.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Before school.","en-US","current","ready","assets/audio/CURRICULUM/3e487f216e5cb22338ee1c13.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bend your knees.","en-US","current","ready","assets/audio/CURRICULUM/151d2854ab7c11336ed0f47a.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bên cạnh trường học: Next to school hay Go straight?","vi-VN","current","ready","assets/audio/CURRICULUM/4bf691a13def6b21a45b014e.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bên cạnh trường học.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/cae38a26a8d43a75981cc828.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bệnh viện: Hospital hay School?","vi-VN","current","ready","assets/audio/CURRICULUM/edbf36ea1bab125ba59ac915.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bệnh viện.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/ee5406be041fbef63cb85812.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bi cô chưa chọn được bài học. Con thử lại nhé.","vi-VN","audio_catalog_only","ready","assets/audio/MAIN/RUN-036.vi.v1.mp3","audio_not_traced","assets/data/main_assistant_audio.json"
"Bi cô chưa chọn được chủ đề. Con thử lại nhé","vi-VN","audio_catalog_only","ready","assets/audio/MAIN/RUN-035.vi.v1.mp3","audio_not_traced","assets/data/main_assistant_audio.json"
"Bi cô chưa tải được bài học. Con thử lại sau nhé","vi-VN","current","ready","assets/audio/MAIN/RUN-034.vi.v1.mp3","main_flow","lib/features/voice_navigation/application/main_voice_assistant_flow.dart"
"Bi cô chưa thực hiện được. Con thử lại nhé.","vi-VN","current","ready","assets/audio/MAIN/GAP28-004.vi.v1.mp3","module_reply","lib/core/session/app_flow_coordinator.dart:77"
"Bi cô có bài học cho các bạn từ 3 đến 15 tuổi. Con mấy tuổi","vi-VN","current","ready","assets/audio/MAIN/GAP28-005.vi.v1.mp3","main_flow","lib/features/voice_navigation/application/main_voice_assistant_flow.dart"
"Biển hiệu hình tam giác: Star sticker hay Triangle sign?","vi-VN","current","ready","assets/audio/CURRICULUM/f1ea5794d5b6d93891c9ab0f.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Biển hiệu hình tam giác.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/d9220ad52a1f4125eee3a9e7.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Bike.","en-US","current","ready","assets/audio/CURRICULUM/12c9df12034fc72f78b38d75.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bill.","en-US","current","ready","assets/audio/CURRICULUM/4fd14e07a25064101bc0da57.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bird hay Fish?","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/c2ad4b9cec83496520372229.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bird.","en-US","current","ready","assets/audio/CURRICULUM/0c31e718c57ef0f12f35994d.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Birds can fly.","en-US","current","ready","assets/audio/CURRICULUM/a6ecb7db5e232f446642757c.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Black shoes.","en-US","current","ready","assets/audio/CURRICULUM/5ea2e20102b8f613328ec1d2.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Black.","en-US","current","ready","assets/audio/CURRICULUM/6062b6542b2abb2018869365.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Block strangers.","en-US","current","ready","assets/audio/CURRICULUM/9c6610b6bbee6c3904812e01.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Block unknown users.","en-US","current","ready","assets/audio/CURRICULUM/b39e07538e0e3b60ebe517bc.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Blue book.","en-US","current","ready","assets/audio/CURRICULUM/d748d6d4cc0b3b7ef0d8fd01.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Blue.","en-US","current","ready","assets/audio/CURRICULUM/94bc6952a4d2aa2517ff5a2e.en.v1.mp3","core_en;challenge_answer_en","lib/features/listening/presentation/lesson_practice_screen.dart;lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bóng đá: Soccer hay Bike?","vi-VN","current","ready","assets/audio/CURRICULUM/9b08d483a8fcb4c16e54c71a.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Bóng đá.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/c19290c4aaf718183af27b80.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
